name,score,description
"1-amino-2-nitro-4-(2',3'-dihydroxypropyl)amino-5-chlorobenzene and 1,4-bis-(2',3'-dihydroxypropyl)amino-2-nitro-5-chlorobenzene and its salts",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"1-Amino-2-nitro-4-(2', 3'-dihydroxypropyl)amino-5-chloro-benzene + 1,4-bis-(2',3'-dihydroxypropyl)amino-2-nitro-5-chlorobenzene",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"Phenol, 2-Chloro-6-(ethylamino)-4-nitro- and its salts",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
2-(4-Amino-3-nitroanilino)ethanol,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
2-Amino-6-chloro-4-nitrophenol,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
2-[bis(2-Hydroxye­thyl)amino]-5-nitro­phenol,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
2-[bis(2-Hydroxyethyl)amino]-5- nitrophenol,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"Disodium 5-amino-4-hydroxy-3-(phenylazo)naphathlene-2,7-disulphonate (see note 17); (CI 17200)",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
2-[(2-Nitrophenyl)amino] ethanol,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
4-[(2-Nitrophenyl)amino]phenol,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
Laureth-9,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"2-Nitro-N1-phenyl-benzene-1,4- diamine",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"1-Methoxy-3-(β-aminoethyl) amino-4-nitrobenzene, hydrochloride",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
1-(4’-Aminophenylazo)-2-methyl- 4-(bis-2-hydroxyethyl) aminobenzene,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
N-(2-Hydroxyethyl)-2-nitro-4- trifluormethyl-aniline,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"Benzenaminium, 3-[(4,5-dihydro- 3-methyl-5-oxo-1-phenyl-1H- pyrazol-4-yl)azo]-N,N,Ntrimethyl-, chloride",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"Ethanol, 2,2′-[[4-[(4-aminophenyl) azo]phenyl]imino]bis-",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"9,10-Anthracenedione, 1,4-bis [(2,3-dihydroxypropyl)amino]-",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"1,4-Diaminoanthraquinone",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"Ethanol, 2-((4- amino-2-nitrophenyl)amino)-",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
[7-Hydroxy-8-[(2- methoxyphenyl)azo]-2-naphthyl]trimethylammonium chloride,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"Phenol, 2-Amino- 5-Ethyl-, Hydrochloride",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"2-[[4-(Dimethylamino)phenyl]azo]-1,3- dimethyl-1H-imidazolium chloride",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"Fluorescein, 2',4',5',7'-tetrabromo-4,5,6,7- tetrachloro-, disodium salt (CI 45410)",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"Mixture of (1), (2) & (3) in dispersing agent (lignosulphate):
(1) 9,10-Anthracenedione- 1,4-bis[(2- Hydroxyethyl)amino]
(2) 9,10-Anthracenedione-1- [(2-Hydroxyethyl)amino]- 4-[(3- Hydroxypropyl)amino]
(3) 9,10-anthracenedione- 1,4-bis[(3- hydroxypropyl)amino",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
4-Aminophenol,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"4,5-Diamino-1-(2- hydroxyethyl)-1H- pyrazole",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"Quinolinium, 4- formyl-1-methyl-, salt with 4- methylbenzenesulfonic acid (1:1)",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"Pyridinium, 1- methyl-4-[( methylphenylhydrazono)methyl]-, methyl sulfate",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"2-[(4-Aminophenyl)azo]-1,3- dimethyl-1H-imidazolium chloride",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"2,6-Pyridinediamine, 3-(3- pyridinylazo)",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"4-((4-Amino-3- methylphenyl)(4- imino-3-methyl- 2,5-cyclohexadien-1- ylidene)methyl)-2- methylphenylamine monohydrochloride (CI 42520)",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"2,3-Diamino-6,7- dihydro-1H,5H- pyrazolo[1,2-a] Pyrazol-1-one dimethanesulfonate",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"2-Amino-4,6-dinitrophenol and 2- amino-4,6-dinitrophenol, sodium salt",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"1-Methylamino-2- nitro-5-(2,3-dihydroxy-propyloxy)- benzene",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"1-Propanaminium, 3-[[9,10-dihydro- 4-(methylamino)- 9,10-dioxo-1- anthracenyl] amino]-N,N- dimethyl-N- propyl-, bromide",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"3-amino-2-chlor- 6-methylphenol 
3-amino-4-chloro- 6-methylphenol HCl",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"Phenol, 2,2'- methylenebis[4- amino-], dihydrochloride",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"Pyridine-2,6- diyldiamine",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"C16-alkyltrimethylammonium chloride
C18-alkyltrimethyammonium chloride",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
C22-alkyltrimethylammonium chloride,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"3-[(4-amino-3- methyl-9,10-dioxo-9,10-dihydroanthracen-1- yl)amino]-N,N,N -trimethylpropan-1-aminium, methylsulfate salt",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"Phosphoric acid compound with 4-[(2,6-dichlorophenyl) (4-imino- 3,5-dimethyl-2,5- cyclohexadien-1- ylidene) methyl]- 2,6-dimethylaniline (1:1)",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"Disodium 2,2′- (9,10-dioxoanthracene-1,4-diyldiimino)bis(5- methylsulphonate)",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"Sodium, 4- [(9,10-dihydro-4- hydroxy-9,10-dioxo-1-anthryl) amino]toluene-3- sulphonate",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"1,4-Benzenediamine, 2-(methoxymethyl)

1,4-Benzenediamine, 2-(methoxymethyl)-, sulfate",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"1-N-Methylmorpholiniumpropylamino-4-hydroxyanthraquinone, methyl sulfate",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"Ethanol, 2,2′-[[3- methyl-4-[(E)-(4- nitrophenyl)azo] phenyl]imino]bis-",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"4-Amino-5-hydroxy-3-(4-nitrophenylazo)-6- (phenylazo)-2,7- naphthalenedisulfonic acid, disodium salt",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
Disodium 3-hydroxy-4-[(E)-(4- methyl-2-sulfonatophenyl)diazenyl]-2-naphthoate,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"2-(2-ethoxyethoxy)ethanol Diethylene Glycol Monoethyl Ether (DEGEE), Ethoxydiglycol",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
Di[2-[4-[(E)-2-[4- [bis(2-hydroxyethyl)aminophenyl]vinyl]pyridin-1- ium] butanoyl]aminoethyl]di-sulfanyl dichloride,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"Di[2-[4-[(E)-2- [2,4,5-trimethoxyphenyl]vinyl]pyridinin-1-ium]butanoyl]aminoethyl]disulfanyl dichloride",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"1H-Pyrazole-4,5- diamine, 1-hexyl-, sulfate (2:1)",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"4-Hydroxy-2,5,6- triaminopyrimidine sulfate",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"2-[(3-Aminopyrazolo[1,5-a]pyridin-2- yl)oxy]ethanol hydrochloride",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"Phenol, 3-amino-2,6- dimethyl",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"2-Naphthalenaminium, 8-[(4- amino-3-nitrophenyl)azo]-7-hydroxy- N,N,N-trimethyl-, chloride",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
3-Amino-7- (dimethylamino)-2- methoxyphenoxazin- 5-ium chloride,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"Peanut oil, extracts and derivatives",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
Hydrolyzed wheat protein,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
Tagetes minuta flower extract; Tagetes minuta flower oil,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
Tagetes patula flower extract; Tagetes patula flower oil,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"1-(4-Chlorophenoxy)-1-(imidazol-1-yl)-3,3-dimethylbutan-2-one",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
2-Furaldehyde,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
2-Hydroxyethyl Methacrylate,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"11,14-Dioxa-2,9-diazaheptadec-16-enoic Acid, 4,4,6,16-tetramethyl-10,15-dioxo, 2-[(2-methyl-1-oxo-2-propenyl)oxy]ethyl ester",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"4-(3-aminopyrazolo[1,5-A]pyridin-2-yl)-1,1-dimethylpiperazin-1-ium chloride hydrochloride",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
1-(3-((4-Aminophenyl)amino)propyl)-3-methyl-1H-imidazol-3-ium chloride hydrochloride,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
Di-[2-[(E)-2-[4-[bis(2-hydroxyethyl)aminophenyl]vinyl]pyridin-1-ium]-ethyl]disulphide dimethanesulfonate,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
Sodium 4-[(2-hydroxy-1-naphthyl)azo]benzene sulfonate,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"Phenol, 4,4'-(4,5,6,7-tetrabromo-1,1-dioxido-3H-2,1-benzoxathiol-3-ylidene)bis[2,6-dibromo-",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"Indigofera tinctoria, dried and pulverised leaves of Indigofera tinctoria L",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
Titanium dioxide in powder form containing 1 % or more of particles with aerodynamic diameter ≤ 10 μm,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"1,3-Dihydroxy-2-propanone",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
Methyl-N-methylanthranilate,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
Methyl 2-hydroxybenzoate,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"2,6-Di-Tert-Butyl-4-Methylphenol",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"1H-Indene-1,3(2H)-dione, 2-(2-quinolinyl)-, sulfonated, sodium salts (CI 47005)",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"[3R-(3α,3aβ,7β,8aα)]- 1-(2,3,4,7,8,8a- hexahydro-3,6,8,8-tetramethyl- 1H-3a,7-methanoazulen-5-yl)ethan- 1-one",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
Pentyl-2-hydroxy- benzoate,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
1-Methoxy-4-(1E)- 1-propen-1-yl- benzene (trans- Anethole),-5,Substanta RESTRICTIOANATA in UE (Anexa III)
Benzaldehyde,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"Bornan-2-one; 1,7,7-Trimethylbi- cyclo[2.2.1]- 2-heptanone",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"(1R,4E,9S)-4,11,11-- Trimethyl- 8-methylenebicyclo [7.2.0]undec- 4-ene",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
2-methyl-5-(prop- 1-en-2-yl)cyclohex- 2-en-1-one;(5R)- 2-Methyl-5-prop- 1-en-2-ylcyclohex- 2-en-1-one;(5S)- 2-Methyl-5-prop- 1-en-2-ylcyclohex- 2-en-1-one,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
2-Methyl-1-phenyl- 2-propyl acetate; Dimethylbenzyl Carbinyl Acetate,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
Oxacyclohepta- decan-2-one,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"1,3,4,6,7,8-Hexahydro-4,6,6,7,8,8-hexamethylcyclopenta-γ-2-benzopyran",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"3,7-Dimethyl octa-1,6-diene-3-yl acetate",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
Menthol; dl-menthol; l-menthol; d-menthol,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"3-Methyl- 5-(2,2,3-Trimethyl- 3-Cyclopentenyl) pent-4-en-2-ol",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
o-Hydroxy- benzaldehyde,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"5-(2,3-Dimethyl- tricyclo[2.2.1.02,6]- hept-3-yl)- 2-methylpent-2-en- 1-ol (alpha-Santalol); (1S-(1a,2a(Z),4a))- 2-Methyl- 5-(2-methyl- 3-methylenebicyclo [2.2.1]hept-2-yl)- 2-penten-1-ol (beta-Santalol)",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"[1R-(1alpha)]-alpha- Ethenyldecahydro- 2-hydroxy-a,2,5,5,8a- pentamethyl- 1-naphthalenepropanol",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
2-(4-methylcyclohex- 3-en-1-yl)propan- 2-ol; p-Menth-1-en- 8-ol (alpha- Terpineol); 1-methyl- 4-(1-methylvinyl) cyclohexan-1-ol (beta-Terpineol); 1-methyl- 4-(1-methylethylidene)cyclohexan-1-ol (gamma-Terpineol),-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"1-(1,2,3,4,5,6,7,8-octahydro-2,3,8,8-tetramethyl- 2-naphthyl)ethan- 1-one; 1-(1,2,3,4,5,6,7,8-octahydro-2,3,5,5-tetramethyl- 2-naphthyl)ethan- 1-one; 1-(1,2,3,5,6,7,8,8a- octahydro-2,3,8,8-tetramethyl- 2-naphthyl)ethan- 1-one; 1-(1,2,3,4,6,7,8,8a- octahydro-2,3,8,8-tetramethyl- 2-naphthyl)ethan- 1-one",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"3-(2,2-Dimethyl- 3-hydroxypropyl) toluene",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
4-Hydroxy- 3-methoxybenz- aldehyde,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
Cananga odorata flower oil and extract; Ylang Ylang flower oil and extract,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
Cinnamomum cassia leaf Oil,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
Cinnamomum zeylanicum bark oil,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
Citrus aurantium amara and dulcis flower oil,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
Citrus aurantium amara and dulcis peel oil,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
Citrus aurantium bergamia oil (Bergamot oil),-5,Substanta RESTRICTIOANATA in UE (Anexa III)
Citrus limon oil,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
Cymbopogon citratus / schoenanthus/ flexuosus oils,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
Eucalyptus globulus oil,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
Eugenia caryophyllus oil,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
Jasminum grandiflorum / officinale oil and extract,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
Juniperus virginiana oil,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
Laurus nobilis oil,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
Lavandula hybrida oil/extract; Lavandula intermedia oil/extract; Lavandula angustifolia oil/extract,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
Mentha piperita oil,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
Mentha spicata oil (spearmint oil),-5,Substanta RESTRICTIOANATA in UE (Anexa III)
Narcissus poeticus/ pseudonarcissus/ jonquilla/tazetta extract,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
Pelargonium graveolens oil,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
Pogostemon cablin oil,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
Rosa damascena flower oil/extract; Rosa alba flower oil/extract; Rosa canina flower oil; Rosa centifolia oil/extract; Rosa gallica flower oil; Rosa moschata flower oil; Rosa rugosa flower oil,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
Santalum album oil,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"Phenol, 2-methoxy- 4-(2-propenyl)-, acetate",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"2,6-Octadien-1-ol, 3,7-dimethyl- ,1-acetate, (2E)",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
2-Methoxy-4-prop- 1-enylphenyl acetate,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"2,6,6-Trimethylbi- cyclo[3.1.1]hept- 2-ene (alpha-Pinene); 6,6-Dimethyl- 2-methylenebicyclo [3.1.1]heptane (beta- Pinene)",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
Hydroxyapatite,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"Genisteol; 4',5,7-Trihydroxyisoflavone; 5,7-dihydroxy-3-(4-hydroxyphenyl)-4-benzopyrone",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"Daidzeol; 4',7-Dihydroxyisoflavone; 7-hydroxy-3-(4-hydroxyphenyl)-4-benzopyrone",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
5-Hydroxy-2-(hydroxymethyl)-4H-pyrane-4-one,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
"(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraen-1-ol; 
[(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenyl] acetate; 
[(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenyl] hexadecanoate",-5,Substanta RESTRICTIOANATA in UE (Anexa III)
4-Hydroxyphenyl-alpha-D-glucopyranoside,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
4-Hydroxyphenyl-beta-D-glucopyranoside,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
Silver (powder) [100 nm < particle diameter < 1 mm],-5,Substanta RESTRICTIOANATA in UE (Anexa III)
Hexyl 2-hydroxybenzoate,-5,Substanta RESTRICTIOANATA in UE (Anexa III)
