name,score,description
"1,3-Isobenzofurandione, reaction products with methylquinoline and quinoline (Solvent Yellow 33; CI 47000) when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
Nigrosine (CI 50420) when used as a substance in hair dye products,-10,Substanta INTERZISA in UE (Anexa II)
"8,18-Dichloro-5,15-diethyl-5,15-dihydrodiindolo[3,2-b:3',2'-m]triphenodioxazine (Pigment Violet 23; CI 51319) when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"1,2-Dihydroxyanthraquinone (Pigment Red 83; CI 58000) when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"Trisodium 8-hydroxypyrene-1,3,6-trisulphonate (Solvent Green 7; CI 59040) when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
1-Hydroxy-4-(p-toluidino)anthraquinone (Solvent Violet 13; CI 60725) when used as a substance in hair dye products,-10,Substanta INTERZISA in UE (Anexa II)
"1,4-bis(p-Tolylamino)anthraquinone (Solvent Green 3; CI 61565) when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
6-Chloro-2-(6-chloro-4-methyl-3-oxobenzo[b]thien-2(3H)-ylidene)-4-methylbenzo[b]thiophene-3(2H)-one (VAT Red 1; CI 73360) when used as a substance in hair dye products,-10,Substanta INTERZISA in UE (Anexa II)
"5,12-Dihydroquino[2,3-b]acridine-7,14-dione (Pigment Violet 19; CI 73900) when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"(29H,31H-Phthalocyaninato(2-)-N29,N30,N31,N32)copper (Pigment Blue 15; CI 74160) when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"Disodium [29H,31H-phthalocyaninedisulphonato(4-)-N29,N30,N31,N32]cuprate(2-) (Direct Blue 86; CI 74180) when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
Polychloro copper phthalocyanine (Pigment Green 7; CI 74260) when used as a substance in hair dye products,-10,Substanta INTERZISA in UE (Anexa II)
"Diethylene glycol (DEG); 2,2'-oxydiethanol for traces level, see Annex III",-10,Substanta INTERZISA in UE (Anexa II)
"Phytonadione [INCI], phytomenadione [INN]",-10,Substanta INTERZISA in UE (Anexa II)
2-aminophenol [1]; bis(2-hydroxyanilinium) sulfate [2]; 2-Aminophenol Hydrochloride [3],-10,Substanta INTERZISA in UE (Anexa II)
N-(2-Niro-4-aminophenyl)-allylamine (HC Red No 16) and its salts,-10,Substanta INTERZISA in UE (Anexa II)
Isopropyl 4-hydroxybenzoate (INCI: Isopropylparaben) Sodium salt or Sats of Isopropylparaben,-10,Substanta INTERZISA in UE (Anexa II)
Isobutyl 4-hydroxybenzoate (INCI: Isobutylparaben) /Sodium salt or Salts of Isobutylparaben,-10,Substanta INTERZISA in UE (Anexa II)
Phenyl 4-hydroxybenzoate (INCI: Phenylparaben),-10,Substanta INTERZISA in UE (Anexa II)
Benzyl 4-hydroxybenzoate (INCI: Benzylparaben),-10,Substanta INTERZISA in UE (Anexa II)
Pentyl 4-hydroxybenzoate (INCI: Pentylparaben),-10,Substanta INTERZISA in UE (Anexa II)
3-Benzylidene camphor,-10,Substanta INTERZISA in UE (Anexa II)
3 and 4-(4-Hydroxy-4-methylpentyl)cyclohex-3-ene-1-carbaldehyde,-10,Substanta INTERZISA in UE (Anexa II)
"2,6-Dihydroxy-4-methyl-benzaldehyde (atranol)",-10,Substanta INTERZISA in UE (Anexa II)
"3-Chloro-2,6-Dihydroxy-4-methyl-benzaldehyde (chloroatranol)(*)",-10,Substanta INTERZISA in UE (Anexa II)
"Tagetes erecta flower extract, Tagetes erecta flower oil",-10,Substanta INTERZISA in UE (Anexa II)
"2-chlorobenzene-1,4-diamine (2-Chloro-p-Phenylenediamine), its sulfate and dihydrochloride salts when used as a substance in hair dye products, including eyebrow dye products, and eyelash dye products",-10,Substanta INTERZISA in UE (Anexa II)
"Cis-1-(3-chloroallyl)-3,5,7- triaza-1-azoniaadamantane chloride (cis-CTAC)",-10,Substanta INTERZISA in UE (Anexa II)
"Cis-1-(3-chlorallyl)-3,5,7-triaza-1-azoniaadamantane chloride (cis-CTAC), quaternium-15",-10,Substanta INTERZISA in UE (Anexa II)
2-Chloracetamide,-10,Substanta INTERZISA in UE (Anexa II)
Octamethylcyclotetrasiloxane; D4,-10,Substanta INTERZISA in UE (Anexa II)
Dichloromethane; methylene chloride,-10,Substanta INTERZISA in UE (Anexa II)
"2,2'-((3,3',5,5'-Tetramethyl-(1,1'-biphenyl)-4,4'-diyl)-bis(oxymethylene))-bis-oxirane",-10,Substanta INTERZISA in UE (Anexa II)
Acetaldehyde; ethanal,-10,Substanta INTERZISA in UE (Anexa II)
"1-Cyclopropyl-6,7-difluoro-1,4-dihydro-4-oxoquinoline-3-carboxylic acid",-10,Substanta INTERZISA in UE (Anexa II)
N-Methyl-2-pyrrolidone; 1-methyl-2-pyrrolidone,-10,Substanta INTERZISA in UE (Anexa II)
Diboron trioxide; boric oxide,-10,Substanta INTERZISA in UE (Anexa II)
"Boric acid [1];
Boric acid [2]",-10,Substanta INTERZISA in UE (Anexa II)
"Borates, tetraborates, octaborates and boric acid salts and esters, including:
Disodium octaborate anhydrous [1]
Disodium octaborate tetrahydrate [2]
2-Aminoethanol, monoester with boric acid [3]
2-Hydroxypropyl ammonium dihydrogen orthoborate [4]
Potassium borate, boric acid potassium salt [5]
Trioctyldodecyl borate [6]
Zinc borate [7]
Sodium borate, disodium tetraborate anhydrous; boric acid, sodium salt [8]
Tetraboron disodium heptaoxide, hydrate [9]
Orthoboric acid, sodium salt [10]
Disodium tetraborate decahydrate; borax decahydrate [11]
Disodium tetraborate pentahydrate; borax pentahydrate [12]",-10,Substanta INTERZISA in UE (Anexa II)
"Perboric acid (H3BO2(O2)), monosodium salt trihydrate [1]
Perboric acid, sodium salt, tetrahydrate [2]
Perboric acid (HBO(O2)), sodium salt, tetrahydrate [3]
Sodium peroxoborate, hexahydrate [4]
Sodium perborate [5]
Sodium peroxometaborate; sodium peroxoborate [6]
Perboric acid, sodium salt [7]
Perboric acid, sodium salt, monohydrate [8]
Perboric acid (HBO(O2)), sodium salt, monohydrate [9]
Trimethyl borate [10]",-10,Substanta INTERZISA in UE (Anexa II)
Dibutyltin hydrogen borate,-10,Substanta INTERZISA in UE (Anexa II)
Nickel bis(tetrafluoroborate),-10,Substanta INTERZISA in UE (Anexa II)
Mancozeb (ISO); manganese ethylenebis(dithiocarbamate) (polymeric) complex with zinc salt,-10,Substanta INTERZISA in UE (Anexa II)
Maneb (ISO); manganese ethylenebis(dithiocarbamate) (polymeric),-10,Substanta INTERZISA in UE (Anexa II)
"Benfuracarb (ISO); ethyl N-[2,3-dihydro-2,2-dimethylbenzofuran-7-yloxycarbonyl(methyl)aminothio]-N-isopropyl- ß-alaninate",-10,Substanta INTERZISA in UE (Anexa II)
O-Isobutyl-N-ethoxy carbonylthiocarbamate,-10,Substanta INTERZISA in UE (Anexa II)
Chlorpropham (ISO); isopropyl 3-chlorocarbanilate,-10,Substanta INTERZISA in UE (Anexa II)
O-Hexyl-N-ethoxycarbonylthiocarbamate,-10,Substanta INTERZISA in UE (Anexa II)
Hydroxylammonium nitrate,-10,Substanta INTERZISA in UE (Anexa II)
(4-Ethoxyphenyl)(3-(4-fluoro-3-phenoxyphenyl)propyl)dimethylsilane,-10,Substanta INTERZISA in UE (Anexa II)
Phoxim (ISO); a-(diethoxy-phosphinothioylimino) phenylacetonitrile,-10,Substanta INTERZISA in UE (Anexa II)
Glufosinate ammonium (ISO); ammonium 2-amino-4-(hydroxymethylphosphinyl)butyrate,-10,Substanta INTERZISA in UE (Anexa II)
Reaction mass of: dimethyl (2-(hydroxymethylcarbamoyl)ethyl)phosphonate; diethyl (2-(hydroxymethylcarbamoyl)ethyl)phosphonate; methyl ethyl (2-(hydroxymethylcarbamoyl)ethyl)phosphonate,-10,Substanta INTERZISA in UE (Anexa II)
(4-Phenylbutyl)phosphinic acid,-10,Substanta INTERZISA in UE (Anexa II)
"Reaction mass of: 4,7-bis(mercaptomethyl)-3,6,9-trithia-1,11-undecanedithiol; 4,8-bis(mercaptomethyl)-3,6,9-trithia-1,11-undecanedithiol; 5,7-bis(mercaptomethyl)-3,6,9-trithia-1,11-undecanedithiol",-10,Substanta INTERZISA in UE (Anexa II)
Potassium titanium oxide (K2Ti6O13),-10,Substanta INTERZISA in UE (Anexa II)
Cobalt di(acetate),-10,Substanta INTERZISA in UE (Anexa II)
Cobalt dinitrate,-10,Substanta INTERZISA in UE (Anexa II)
Cobalt carbonate,-10,Substanta INTERZISA in UE (Anexa II)
Nickel dichloride,-10,Substanta INTERZISA in UE (Anexa II)
"Nickel dinitrate [1];
Nitric acid, nickel salt [2]",-10,Substanta INTERZISA in UE (Anexa II)
Nickel matte,-10,Substanta INTERZISA in UE (Anexa II)
"Slimes and sludges, copper electrolytic refining, decopperised, nickel sulfate",-10,Substanta INTERZISA in UE (Anexa II)
"Slimes and sludges, copper electrolyte refining, decopperised",-10,Substanta INTERZISA in UE (Anexa II)
"Nickel diperchlorate; perchloric acid, nickel(II) salt",-10,Substanta INTERZISA in UE (Anexa II)
"Nickel dipotassium bis(sulfate) [1];
Diammonium nickel bis(sulfate) [2]",-10,Substanta INTERZISA in UE (Anexa II)
Nickel bis(sulfamidate); nickel sulfamate,-10,Substanta INTERZISA in UE (Anexa II)
"Nickel diformate [1];
Formic acid, nickel salt [2];
Formic acid, copper nickel salt  [3]",-10,Substanta INTERZISA in UE (Anexa II)
"Nickel di(acetate) [1];
Nickel acetate [2]",-10,Substanta INTERZISA in UE (Anexa II)
Nickel dibenzoate,-10,Substanta INTERZISA in UE (Anexa II)
Nickel bis(4-cyclohexylbutyrate),-10,Substanta INTERZISA in UE (Anexa II)
Nickel(II) stearate; nickel(II) octadecanoate,-10,Substanta INTERZISA in UE (Anexa II)
Nickel dilactate,-10,Substanta INTERZISA in UE (Anexa II)
Nickel(II) octanoate,-10,Substanta INTERZISA in UE (Anexa II)
"Nickel difluoride [1];
Nickel dibromide [2];
Nickel diiodide [3];
Nickel potassium fluoride  [4]",-10,Substanta INTERZISA in UE (Anexa II)
Nickel hexafluorosilicate,-10,Substanta INTERZISA in UE (Anexa II)
Nickel selenate,-10,Substanta INTERZISA in UE (Anexa II)
"Nickel hydrogen phosphate [1];
Nickel bis(dihydrogen phosphate) [2];
Trinickel bis(orthophosphate) [3];
Dinickel diphosphate [4];
Nickel bis(phosphinate) [5];
Nickel phosphinate [6];
Phosphoric acid, calcium nickel salt [7];
Diphosphoric acid, nickel(II) salt  [8]",-10,Substanta INTERZISA in UE (Anexa II)
Diammonium nickel hexacyanoferrate,-10,Substanta INTERZISA in UE (Anexa II)
Nickel dicyanide,-10,Substanta INTERZISA in UE (Anexa II)
Nickel chromate,-10,Substanta INTERZISA in UE (Anexa II)
"Nickel(II) silicate [1];
Dinickel orthosilicate [2];
Nickel silicate (3:4) [3];
Silicic acid, nickel salt [4];
Trihydrogen hydroxybis[orthosilicato(4-)]trinickelate(3-)  [5]",-10,Substanta INTERZISA in UE (Anexa II)
Dinickel hexacyanoferrate,-10,Substanta INTERZISA in UE (Anexa II)
Trinickel bis(arsenate); nickel(II) arsenate,-10,Substanta INTERZISA in UE (Anexa II)
"Nickel oxalate [1];
Oxalic acid, nickel salt  [2]",-10,Substanta INTERZISA in UE (Anexa II)
Nickel telluride,-10,Substanta INTERZISA in UE (Anexa II)
Trinickel tetrasulfide,-10,Substanta INTERZISA in UE (Anexa II)
Trinickel bis(arsenite),-10,Substanta INTERZISA in UE (Anexa II)
"Cobalt nickel gray periclase; C.I. Pigment Black 25; C.I. 77332 [1];
Cobalt nickel dioxide [2];
Cobalt nickel oxide  [3];
Nickel arsenide [2]",-10,Substanta INTERZISA in UE (Anexa II)
Nickel tin trioxide; nickel stannate,-10,Substanta INTERZISA in UE (Anexa II)
Nickel triuranium decaoxide,-10,Substanta INTERZISA in UE (Anexa II)
Nickel dithiocyanate,-10,Substanta INTERZISA in UE (Anexa II)
Nickel dichromate,-10,Substanta INTERZISA in UE (Anexa II)
Nickel(II) selenite,-10,Substanta INTERZISA in UE (Anexa II)
Nickel selenide,-10,Substanta INTERZISA in UE (Anexa II)
"Silicic acid, lead nickel salt",-10,Substanta INTERZISA in UE (Anexa II)
Nickel diarsenide [1]; Nickel arsenide [2],-10,Substanta INTERZISA in UE (Anexa II)
Nickel barium titanium primrose priderite; C.I. Pigment Yellow 157; C.I. 77900,-10,Substanta INTERZISA in UE (Anexa II)
"Nickel dichlorate [1];
Nickel dibromate [2];
Ethyl hydrogen sulfate, nickel(II) salt [3]",-10,Substanta INTERZISA in UE (Anexa II)
"Nickel(II) trifluoroacetate; [1] Nickel(II) propionate; [2] Nickel bis(benzenesulfonate); [3] Nickel(II) hydrogen citrate; [4] Citric acid, ammonium nickel salt; [5] Citric acid, nickel salt; [6] Nickel bis(2-ethylhexanoate); [7] 2-Ethylhexanoic acid, Nickel salt; [8] Dimethylhexanoic acid nickel salt; [9] Nickel(II) isooctanoate; [10] Nickel isooctanoate; [11] Nickel bis(isononanoate); [12] Nickel(II) neononanoate; [13] Nickel(II) isodecanoate; [14] Nickel(II) neodecanoate; [15] Neodecanoic acid, nickel salt; [16] Nickel(II) neoundecanoate; [17] Bis(D-gluconato-O1,O2)nickel; [18] Nickel 3,5-bis(tert-butyl)-4-hydroxybenzoate (1:2); [19] Nickel(II) palmitate; [20] (2-Ethylhexanoato-O)(Isononanoato-O)nickel; [21] (Isononanoato-O)(Isooctanoato-O)nickel; [22] (Isooctanoato-O)(neodecanoato-O)nickel; [23] (2-Ethylhexanoato-O)(Isodecanoato-O)nickel; [24] (2-Ethylhexanoato-O)(Neodecanoato-O)nickel; [25] (Isodecanoato-O)(isooctanoato-O)nickel; [26] (Isodecanoato-O)(isononanoato-O)nickel; [27] (Isononanoato-O)(Neodecanoato-O)nickel; [28] fatty acids, C6-19-branched, nickel salts; [29] fatty acids, C8-18 and C18-unsaturated, nickel salts; [30] 2,7-Naphthalenedisulfonic acid, nickel(II) salt; [31]",-10,Substanta INTERZISA in UE (Anexa II)
Nickel(II) sulfite [1]; Nickel tellurium trioxide [2]; Nickel tellurium tetraoxide [3]; Molybdenum nickel hydroxide oxide phosphate [4],-10,Substanta INTERZISA in UE (Anexa II)
Nickel boride (NiB) [1]; Dinickel boride [2]; Trinickel boride [3]; Nickel boride [4]; Dinickel silicide [5]; Nickel disilicide [6];Dinickel phosphide [7]; Nickel boron phosphide [8],-10,Substanta INTERZISA in UE (Anexa II)
"Dialuminium nickel tetraoxide [1]; Nickel titanium trioxide [2]; Nickel titanium oxide [3]; Nickel divanadium hexaoxide [4]; Cobalt dimolybdenum nickel octaoxide [5]; Nickel zirkonium trioxide [6]; Molybdenum nickel tetraoxide [7]; Nickel tungsten tetraoxide [8]; Olivine, nickel green [9]; Lithium nickel dioxide [10]; Molybdenum nickel oxide [11]",-10,Substanta INTERZISA in UE (Anexa II)
Cobalt lithium nickel oxide,-10,Substanta INTERZISA in UE (Anexa II)
Molybdenum trioxide,-10,Substanta INTERZISA in UE (Anexa II)
Dibutyltin dichloride; (DBTC),-10,Substanta INTERZISA in UE (Anexa II)
"4,4'-Bis(N-carbamoyl-4-methylbenzenesulfonamide)diphenylmethane",-10,Substanta INTERZISA in UE (Anexa II)
Furfuryl alcohol,-10,Substanta INTERZISA in UE (Anexa II)
"1,2-Epoxy-4-epoxyethylcyclohexane; 4-vinylcyclohexene diepoxide",-10,Substanta INTERZISA in UE (Anexa II)
6-Glycidyloxynapht-1-yl oxymethyloxirane,-10,Substanta INTERZISA in UE (Anexa II)
2-(2-Aminoethylamino)ethanol; (AEEA),-10,Substanta INTERZISA in UE (Anexa II)
"1,2-Diethoxyethane",-10,Substanta INTERZISA in UE (Anexa II)
"2,3-Epoxypropyltrimethylammonium chloride; glycidyl trimethylammonium chloride",-10,Substanta INTERZISA in UE (Anexa II)
"1-(2-Amino-5-chlorophenyl)-2,2,2-trifluoro-1,1-ethanediol, hydrochloride",-10,Substanta INTERZISA in UE (Anexa II)
(E)-3-[1-[4-[2-(Dimethylamino)ethoxy]phenyl]-2-phenylbut-1-enyl]phenol,-10,Substanta INTERZISA in UE (Anexa II)
"4,4'-(1,3-Phenylene-bis(1-methylethylidene))bis-phenol",-10,Substanta INTERZISA in UE (Anexa II)
2-Chloro-6-fluoro-phenol,-10,Substanta INTERZISA in UE (Anexa II)
2-Methyl-5-tert-butylthiophenol,-10,Substanta INTERZISA in UE (Anexa II)
2-Butyryl-3-hydroxy-5-thiocyclohexan-3-yl-cyclohex-2-en-1-one,-10,Substanta INTERZISA in UE (Anexa II)
Profoxydim (ISO); 2-{(EZ)-1-[(2RS)-2-(4-chlorophenoxy)propoxyimino]butyl}-3-hydroxy-5-(thian-3-yl)cyclohex-2-en-1-one,-10,Substanta INTERZISA in UE (Anexa II)
Tepraloxydim (ISO); (RS)-(EZ)-2-{1-[(2E)-3-chloroallyloxyimino]propyl}-3-hydroxy-5-perhydropyran-4-ylcyclohex-2-en-1-one,-10,Substanta INTERZISA in UE (Anexa II)
"Cyclic 3-(1,2-ethanediylacetale)-estra-5(10),9(11)-diene-3,17-dione",-10,Substanta INTERZISA in UE (Anexa II)
"Androsta-1,4,9(11)-triene-3,17-dione",-10,Substanta INTERZISA in UE (Anexa II)
Reaction mass of: Ca salicylates (branched C10-14 and C18-30 alkylated); Ca phenates (branched C10-14 and C18-30 alkylated); Ca sulfurised phenates (branched C10-14 and C18-30 alkylated),-10,Substanta INTERZISA in UE (Anexa II)
"1,2-Benzenedicarboxylic acid; di-C6-8-branched alkylesters, C7-rich",-10,Substanta INTERZISA in UE (Anexa II)
"Reaction mass of: diester of 4,4'-methylenebis[2-(2-hydroxy-5-methylbenzyl)-3,6-dimethylphenol] and 6-diazo-5,6-dihydro-5-oxonaphthalene-1-sulfonic acid (1:2); triester of 4,4'-methylenebis[2-(2-hydroxy-5-methylbenzyl)-3,6-dimethylphenol] and 6-diazo-5,6-dihydro-5-oxonaphthalene-1-sulfonic acid (1:3)",-10,Substanta INTERZISA in UE (Anexa II)
"Diammonium 1-hydroxy-2-(4-(4-carboxyphenylazo)-2,5-dimethoxyphenylazo)-7-amino-3-naphthalenesulfonate",-10,Substanta INTERZISA in UE (Anexa II)
3-Oxoandrost-4-ene-17-ß-carboxylic acid,-10,Substanta INTERZISA in UE (Anexa II)
(Z)-2-Methoxymino-2-[2-(tritylamino)thiazol-4-yl]acetic acid,-10,Substanta INTERZISA in UE (Anexa II)
Trisodium nitrilotriacetate,-10,Substanta INTERZISA in UE (Anexa II)
2-Ethylhexyl-2-ethylhexanoate,-10,Substanta INTERZISA in UE (Anexa II)
Diisobutyl phthalate,-10,Substanta INTERZISA in UE (Anexa II)
"Perfluorooctane sulfonic acid; heptadecafluorooctane-1-sulfonic acid [1];
Potassium perfluorooctanesulfonate; potassium heptadecafluorooctane-1-sulfonate [2];
Diethanolamine perfluorooctane sulfonate [3];
Ammonium perfluorooctane sulfonate; ammonium heptadecafluorooctanesulfonate [4];
Lithium perfluorooctane sulfonate; lithium heptadecafluorooctanesulfonate  [5]",-10,Substanta INTERZISA in UE (Anexa II)
"Ethyl 1-(2,4-dichlorophenyl)5-(trichloromethyl)-1H-1,2,4-triazole-3-carboxylate",-10,Substanta INTERZISA in UE (Anexa II)
1-Bromo-2-methylpropyl propionate,-10,Substanta INTERZISA in UE (Anexa II)
Chloro-1-ethylcyclohexyl carbonate,-10,Substanta INTERZISA in UE (Anexa II)
"6,6'-Bis(diazo-5,5',6,6'-tetrahydro-5,5'-dioxo)[methylene-bis(5-(6-diazo-5,6-dihydro-5-oxo-1-naphthylsulphonyloxy)-6-methyl-2-phenylene]di(naphthalene-1-sulfonate)",-10,Substanta INTERZISA in UE (Anexa II)
"Trifluralin (ISO); a,a,a-trifluoro-2,6-dinitro-N,N-dipropyl-p-toluidine; 2,6-dinitro-N,N-dipropyl-4-trifluoromethylaniline; N,N-dipropyl-2,6-dinitro-4-trifluoromethylaniline",-10,Substanta INTERZISA in UE (Anexa II)
4-Mesyl-2-nitrotoluene,-10,Substanta INTERZISA in UE (Anexa II)
"Triammonium 4-[4-[7-(4-carboxylatoanilino)-1-hydroxy-3-sulfonato-2-naphthylazo]-2,5-dimethoxyphenylazo]benzoate",-10,Substanta INTERZISA in UE (Anexa II)
"Reaction mass of: triammonium 6-amino-3-((2,5-diethoxy-4-(3-phosphonophenyl)azo)phenyl)azo-4-hydroxy-2-naphthalenesulfonate; diammonium 3-((4-((7-amino-1-hydroxy-3-sulfo-naphthalen-2-yl)azo)-2,5-diethoxyphenyl)azo)benzoate",-10,Substanta INTERZISA in UE (Anexa II)
"N,N'-Diacetylbenzidine",-10,Substanta INTERZISA in UE (Anexa II)
Cyclohexylamine,-10,Substanta INTERZISA in UE (Anexa II)
Piperazine,-10,Substanta INTERZISA in UE (Anexa II)
Hydroxylamine,-10,Substanta INTERZISA in UE (Anexa II)
"Hydroxylammonium chloride; hydroxylamine hydrochloride [1];
Bis(hydroxylammonium) sulfate; hydroxylamine sulfate (2:1) [2]",-10,Substanta INTERZISA in UE (Anexa II)
"Diaminotoluene, methyl-phenylenediamine, technical product-reaction mass of [4-methyl-m-phenylenediamine and 2-methyl-m-phenylenediamine]",-10,Substanta INTERZISA in UE (Anexa II)
Mepanipyrim; 4-methyl-N-phenyl-6-(1-propynyl)-2-pyrimidinamine,-10,Substanta INTERZISA in UE (Anexa II)
"Hydroxylammonium hydrogensulfate; hydroxylamine sulfate(1:1) [1];
Hydroxylamine phosphate [2];
Hydroxylamine dihydrogenphosphate [3];
Hydroxylamine 4-methylbenzenesulfonate [4]",-10,Substanta INTERZISA in UE (Anexa II)
(3-Chloro-2-hydroxypropyl) trimethylammonium chloride,-10,Substanta INTERZISA in UE (Anexa II)
"Biphenyl-3,3',4,4'-tetrayltetraamine; diaminobenzidine",-10,Substanta INTERZISA in UE (Anexa II)
"Piperazine hydrochloride [1];
Piperazine dihydrochloride [2];
Piperazine phosphate [3]",-10,Substanta INTERZISA in UE (Anexa II)
3-(Piperazin-1-yl)-benzo[d]isothiazole hydrochloride,-10,Substanta INTERZISA in UE (Anexa II)
2-Ethylphenylhydrazine hydrochloride,-10,Substanta INTERZISA in UE (Anexa II)
(2-Chloroethyl)(3-hydroxypropyl)ammonium chloride,-10,Substanta INTERZISA in UE (Anexa II)
"4-[(3-Chlorophenyl)(1H-imidazol-1-yl)methyl]-1,2-benzenediamine dihydrochloride",-10,Substanta INTERZISA in UE (Anexa II)
"Chloro-N,N-dimethylformiminium chloride",-10,Substanta INTERZISA in UE (Anexa II)
7-Methoxy-6-(3-morpholin-4-yl-propoxy)-3H-quinazolin-4-one,-10,Substanta INTERZISA in UE (Anexa II)
Reaction products of diisopropanolamine with formaldehyde (1:4),-10,Substanta INTERZISA in UE (Anexa II)
3-Chloro-4-(3-fluorobenzyloxy)aniline,-10,Substanta INTERZISA in UE (Anexa II)
"Ethidium bromide; 3,8-diamino-1-ethyl-6-phenylphenantridinium bromide",-10,Substanta INTERZISA in UE (Anexa II)
"(R,S)-2-Amino-3,3-dimethylbutane amide",-10,Substanta INTERZISA in UE (Anexa II)
3-Amino-9-ethyl carbazole; 9-ethylcarbazol-3-ylamine,-10,Substanta INTERZISA in UE (Anexa II)
(6R-trans)-1-((7-Ammonio-2-carboxylato-8-oxo-5-thia-1-azabicyclo-[4.2.0]oct-2-en-3-yl)methyl)pyridinium iodide,-10,Substanta INTERZISA in UE (Anexa II)
Forchlorfenuron (ISO); 1-(2-chloro-4-pyridyl)-3-phenylurea,-10,Substanta INTERZISA in UE (Anexa II)
"Tetrahydro-1,3-dimethyl-1H-pyrimidin-2-one; dimethyl propyleneurea",-10,Substanta INTERZISA in UE (Anexa II)
Quinoline,-10,Substanta INTERZISA in UE (Anexa II)
"Ketoconazole; 1-[4-[4-[[(2SR,4RS)-2-(2,4-dichlorophenyl)-2-(imidazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]piperazin-1-yl]ethanone",-10,Substanta INTERZISA in UE (Anexa II)
"Metconazole (ISO); (1RS,5RS;1RS,5SR)-5-(4-chlorobenzyl)-2,2-dimethyl-1-(1H-1,2,4-triazol-1-ylmethyl)cyclopentanol",-10,Substanta INTERZISA in UE (Anexa II)
Potassium 1-methyl-3-morpholinocarbonyl-4-[3-(1-methyl-3-morpholinocarbonyl-5-oxo-2-pyrazolin-4-ylidene)-1-propenyl]pyrazole-5-olate,-10,Substanta INTERZISA in UE (Anexa II)
"N,N',N''-Tris(2-methyl-2,3-epoxypropyl)-perhydro-2,4,6-oxo-1,3,5-triazine",-10,Substanta INTERZISA in UE (Anexa II)
Trimethylopropane tri(3-aziridinylpropanoate); (TAZ),-10,Substanta INTERZISA in UE (Anexa II)
"4,4'-Methylenediphenyl diisocyanate; diphenylmethane-4,4'-diisocyanate [1];
2,2'-Methylenediphenyl diisocyanate; diphenylmethane-2,2'-diisocyanate [2];
o-(p-Isocyanatobenzyl)phenyl isocyanate; diphenylmethane-2,4'-diisocyanate [3];
Methylenediphenyl diisocyanate [4]",-10,Substanta INTERZISA in UE (Anexa II)
"Cinidon ethyl (ISO); ethyl (Z)-2-chloro-3-[2-chloro-5-(cyclohex-1-ene-1,2-dicarboximido)phenyl]acrylate",-10,Substanta INTERZISA in UE (Anexa II)
"N-[6,9-Dihydro-9-[[2-hydroxy-1-(hydroxymethyl)ethoxy]methyl]-6-oxo-1H-purin-2-yl]acetamide",-10,Substanta INTERZISA in UE (Anexa II)
"Dimoxystrobin (ISO); (E)-2-(methoxyimino)-N-methyl-2-[a-(2,5-xylyloxy)-o-tolyl]acetamide",-10,Substanta INTERZISA in UE (Anexa II)
"N,N-(Dimethylamino)thioacetamide hydrochloride",-10,Substanta INTERZISA in UE (Anexa II)
"Reaction mass of: 2,2'-[(3,3'-dichloro[1,1'-biphenyl]-4,4'-diyl)bis(azo)]bis[N-(2,4-dimethylphenyl)]-3-oxo-butanamide; 2-[[3,3'-dichloro-4'-[[1[[(2,4-dimethylphenyl)amino]carbonyl]-2-oxopropyl]azo][1,1'-biphenyl]-4-yl]azo]-N-(2-methylphenyl)-3-oxo-butanamide; 2-[[3,3'-dichloro-4'-[[1[[(2,4-dimethylphenyl)amino]carbonyl]-2-oxopropyl]azo][1,1'- biphenyl]-4-yl]azo]-N-(2-carboxylphenyl)-3- oxo-butanamide",-10,Substanta INTERZISA in UE (Anexa II)
"Petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",-10,Substanta INTERZISA in UE (Anexa II)
"Petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,005 % w/w benzo[a]pyrene",-10,Substanta INTERZISA in UE (Anexa II)
"Petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",-10,Substanta INTERZISA in UE (Anexa II)
"Petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",-10,Substanta INTERZISA in UE (Anexa II)
Tris[2-chloro-1-(chloromethyl)ethyl] phosphate,-10,Substanta INTERZISA in UE (Anexa II)
Indium phosphide,-10,Substanta INTERZISA in UE (Anexa II)
Trixylyl phosphate,-10,Substanta INTERZISA in UE (Anexa II)
"Hexabromocyclododecane [1];
1,2,5,6,9,10-Hexabromocyclododecane [2]",-10,Substanta INTERZISA in UE (Anexa II)
Tetrahydrofuran,-10,Substanta INTERZISA in UE (Anexa II)
