name,score,description
"Gases (petroleum), deethanizer overheads, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), deisobutanizer tower overheads, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), depropanizer dry, propene-rich, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), depropanizer overheads, if they contain > 0.1 % w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), dry sour, gas-concn. -unit-off, if they contain > 0.1 % w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), gas concn. reabsorber distn., if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), gas recovery plant depropanizer overheads, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), Girbatol unit feed, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), hydrogen absorber off, if they contain > 0,1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), hydrogen-rich, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), hydrotreater blend oil recycle, hydrogen-nitrogen-rich, if they contain > 0.1 % w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), isomerized naphtha fractionator, C4-rich, hydrogen sulfide-free, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), recycle, hydrogen-rich, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), reformer make-up, hydrogen-rich, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), reforming hydrotreater, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), reforming hydrotreater, hydrogen-methane-rich, if they contain > 0.1 % w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), reforming hydrotreater make-up, hydrogen-rich, if they contain > 0.1 % w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), thermal cracking distn., if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Tail gas (petroleum), catalytic cracked clarified oil and thermal cracked vacuum residue fractionation reflux drum, if it contains > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Tail gas (petroleum), catalytic cracked naphtha stabilization absorber, if it contains > 0.1 % w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Tail gas (petroleum), catalytic cracker, catalytic reformer and hydrodesulfurized combined fractionater, if it contains > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Tail gas (petroleum), catalytic cracker refractionation absorber, if it contains > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Tail gas (petroleum), catalytic reformed naphtha fractionation stabilizer, if it contains > 0.1 % w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Tail gas (petroleum), catalytic reformed naphtha separator, if it contains > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Tail gas (petroleum), catalytic reformed naphtha stabilizer, if it contains > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Tail gas (petroleum), cracked distillate hydrotreater separator, if it contains > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Tail gas (petroleum), hydrodesulfurized straight-run naphtha separator, if it contains > 0.1 % w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Tail gas (petroleum), saturate gas plant mixed stream, C4-rich, if it contains > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Tail gas (petroleum), saturate gas recovery plant, C1-2-rich, if it contains > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Tail gas (petroleum), vacuum residues thermal cracker, if it contains > 0.1 % w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Hydrocarbons, C3-4-rich, petroleum distillate, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), catalytic reformed straight-run naphtha stabilizer overheads, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), full-range straight-run naphtha dehexanizer off, if they contain > 0.1 % w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), hydrocracking depropanizer off, hydrocarbon-rich, if they contain > 0.1 % w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), light straight-run naphtha stabilizer off, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), reformer effluent high-pressure flash drum off, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), reformer effluent low-pressure flash drum off, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Residues (petroleum), alkylation splitter, C4-rich, if they contain > 0.1 % w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Hydrocarbons, C1-4, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Hydrocarbons, C1-4, sweetened, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), oil refinery gas distn., if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Hydrocarbons, C1-3, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Hydrocarbons, C1-4, debutanizer fraction, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), benzene unit hydrotreater depentanizer overheads, if they contain > 0.1 % w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), C1-5, wet, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), secondary absorber off, fluidized catalytic cracker overheads, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Hydrocarbons, C2-4, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Hydrocarbons, C3, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), alkylation feed, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), depropanizer bottoms fractionation off, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Petroleum products, refinery gases, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), hydrocracking low-pressure separator, if they contain > 0.1 % w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), refinery blend, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), catalytic cracking, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), C2-4, sweetened, if they contain > 0.1 % w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), refinery, if they contain > 0.1 % w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), platformer products separator off, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), hydrotreated sour kerosine depentanizer stabilizer off, if they contain > 0.1 % w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), hydrotreated sour kerosine flash drum, if they contain > 0.1 % w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), crude oil fractionation off, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), dehexanizer off, if they contain > 0.1 % w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), distillate unifiner desulfurization tripper off, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), fluidized catalytic cracker fractionation off, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), fluidized catalytic cracker scrubbing secondary absorber off, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), heavy distillate hydrotreater desulfurization stripper off, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), light straight run gasoline fractionation stabilizer off, if they contain > 0.1 % w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), naphtha unifiner desulfurization stripper off, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), platformer stabilizer off, light ends fractionation, if they contain > 0.1 % w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), preflash tower off, crude distn., if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), straight-run naphtha catalytic reforming off, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), straight-run stabilizer off, if they contain > 0.1 % w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), tar stripper off, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), unifiner stripper off, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), fluidized catalytic cracker splitter overheads, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), catalytic cracked naphtha debutanizer, if they contain > 0.1 % w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Tail gas (petroleum), catalytic cracked distillate and naphtha stabilizer, if it contains > 0.1 % w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Tail gas (petroleum), catalytic hydrodesulfurized naphtha separator, if it contains > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Tail gas (petroleum), straight-run naphtha hydrodesulfurized, if it contains > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Tail gas (petroleum), thermal-cracked distillate, gas oil and naphtha absorber, if it contains > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Tail gas (petroleum), thermal cracked hydrocarbon fractionation stabilizer, petroleum coking, if it contains > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), light steam-cracked, butadiene conc., if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), sponge absorber off, fluidized catalytic cracker and gas oil desulfurizer overhead fractionation, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), straight-run naphtha catalytic reformer stabilizer overhead, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), crude distn. and catalytic cracking, if they contain > 0.1 % w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Hydrocarbons, C4, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Alkanes, C1-4, C3-rich, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), gas oil diethanolamine scrubber off, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), gas oil hydrodesulfurization effluent, if they contain > 0.1 % w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), gas oil hydrodesulfurization purge, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), hydrogenator effluent flash drum off, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), naphtha steam cracking high-pressure residual, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), residue visbaking off, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), steam-cracker C3-rich, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Hydrocarbons, C4, steam-cracker distillate, if they contain > 0.1 % w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Petroleum gases, liquefied, sweetened, C4 fraction, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Hydrocarbons, C4, 1,3-butadiene- and isobutene-free, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Raffinates (petroleum), steam-cracked C4 fraction cuprous ammonium acetate extn., C3-5 and C3-5 unsatd., butadiene-free, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
Benzo[def]chrysene; (benzo[a]pyrene),-10,Substanta INTERZISA in UE (Anexa II)
"Pitch, coal tar-petroleum, if it contains > 0.005 % w/w benzo[a]pyrene",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (coal-petroleum), condensed-ring arom., if they contain > 0.005 % w/w benzo[a]pyrene",-10,Substanta INTERZISA in UE (Anexa II)
Moved or deleted,-10,Substanta INTERZISA in UE (Anexa II)
Moved or deleted,-10,Substanta INTERZISA in UE (Anexa II)
"Creosote oil, acenaphthene fraction, acenaphthene-free, if it contains > 0.005 % w/w benzo[a]pyrene",-10,Substanta INTERZISA in UE (Anexa II)
"Pitch, coal tar, low-temp., if it contains > 0.005 % w/w benzo[a]pyrene",-10,Substanta INTERZISA in UE (Anexa II)
"Pitch, coal tar, low-temp., heat-treated, if it contains > 0.005 % w/w benzo[a]pyrene",-10,Substanta INTERZISA in UE (Anexa II)
"Pitch, coal tar, low-temp., oxidized, if it contains > 0.005 % w/w benzo[a]pyrene",-10,Substanta INTERZISA in UE (Anexa II)
"Extract residues (coal), brown, if they contain > 0.005 % w/w benzo[a]pyrene",-10,Substanta INTERZISA in UE (Anexa II)
"Paraffin waxes (coal), brown-coal high-temp. tar, if they contain > 0.005 % w/w benzo[a]pyrene",-10,Substanta INTERZISA in UE (Anexa II)
"Paraffin waxes (coal), brown-coal high-temp. tar, hydrotreated, if they contain > 0.005 % w/w benzo[a]pyrene",-10,Substanta INTERZISA in UE (Anexa II)
"Waste solids, coal-tar pitch coking, if they contain > 0.005 % w/w benzo[a]pyrene",-10,Substanta INTERZISA in UE (Anexa II)
"Pitch, coal tar, high-temp., secondary, if it contains > 0.005 % w/w benzo[a]pyrene",-10,Substanta INTERZISA in UE (Anexa II)
"Residues (coal), liq. solvent extn., if they contain > 0.005 % w/w benzo[a]pyrene",-10,Substanta INTERZISA in UE (Anexa II)
"Coal liquids, liq. solvent extn. soln., if they contain > 0,005 % w/w benzo[a]pyrene",-10,Substanta INTERZISA in UE (Anexa II)
"Coal liquids, liq. solvent extn., if they contain > 0.005 % w/w benzo[a]pyrene",-10,Substanta INTERZISA in UE (Anexa II)
"Paraffin waxes (coal), brown-coal high-temp. tar, carbon-treated, if they contain > 0.005 % w/w benzo[a]pyrene",-10,Substanta INTERZISA in UE (Anexa II)
"Paraffin waxes (coal), brown-coal high-temp tar, clay-treated, if they contain > 0.005 % w/w benzo[a]pyrene",-10,Substanta INTERZISA in UE (Anexa II)
"Paraffin waxes (coal), brown-coal high-temp tar, silicic acid-treated, if they contain > 0.005 % w/w benzo[a]pyrene",-10,Substanta INTERZISA in UE (Anexa II)
"Absorption oils, bicyclo arom. and heterocylic hydrocarbon fraction, if they contain > 0.005 % w/w benzo[a]pyrene",-10,Substanta INTERZISA in UE (Anexa II)
"Aromatic hydrocarbons, C20-28, polycyclic, mixed coal-tar pitch-polyethylene polypropylene pyrolysis-derived, if they contain > 0.005 % w/w benzo[a]pyrene",-10,Substanta INTERZISA in UE (Anexa II)
"Aromatic hydrocarbons, C20-28, polycyclic, mixed coal-tar pitch-polyethylene pyrolysis-derived, if they contain > 0.005 % w/w benzo[a]pyrene",-10,Substanta INTERZISA in UE (Anexa II)
"Aromatic hydrocarbons, C20-28, polycyclic, mixed coal-tar pitch-polystyrene pyrolysis-derived, if they contain > 0.005 % w/w benzo[a]pyrene",-10,Substanta INTERZISA in UE (Anexa II)
"Pitch, coal tar, high-temp., heat-treated, if it contains > 0.005% w/w benzo[a]pyrene",-10,Substanta INTERZISA in UE (Anexa II)
"Dibenz[a,h]anthracene",-10,Substanta INTERZISA in UE (Anexa II)
Benz[a]anthracene,-10,Substanta INTERZISA in UE (Anexa II)
Benzo[e]pyrene,-10,Substanta INTERZISA in UE (Anexa II)
Benzo[j]fluoranthene,-10,Substanta INTERZISA in UE (Anexa II)
Benz[e]acephenanthrylene,-10,Substanta INTERZISA in UE (Anexa II)
Benzo[k]fluoranthene,-10,Substanta INTERZISA in UE (Anexa II)
Chrysene,-10,Substanta INTERZISA in UE (Anexa II)
2-Bromopropane,-10,Substanta INTERZISA in UE (Anexa II)
Trichloroethylene,-10,Substanta INTERZISA in UE (Anexa II)
"1,2-Dibromo-3-chloropropane",-10,Substanta INTERZISA in UE (Anexa II)
"2,3-Dibromopropan-1-ol",-10,Substanta INTERZISA in UE (Anexa II)
"1,3-Dichloropropan-2-ol",-10,Substanta INTERZISA in UE (Anexa II)
"alpha,alpha,alpha-Trichlorotoluene",-10,Substanta INTERZISA in UE (Anexa II)
alpha-Chlorotoluene (Benzyl chloride),-10,Substanta INTERZISA in UE (Anexa II)
"1,2-Dibromoethane",-10,Substanta INTERZISA in UE (Anexa II)
Hexachlorobenzene,-10,Substanta INTERZISA in UE (Anexa II)
Bromoethylene (Vinyl bromide),-10,Substanta INTERZISA in UE (Anexa II)
"1,4-Dichlorobut-2-ene",-10,Substanta INTERZISA in UE (Anexa II)
Methyloxirane (Propylene oxide),-10,Substanta INTERZISA in UE (Anexa II)
(Epoxyethyl)benzene (Styrene oxide),-10,Substanta INTERZISA in UE (Anexa II)
"1-Chloro-2,3-epoxypropane (Epichlorohydrin)",-10,Substanta INTERZISA in UE (Anexa II)
"R-1-Chloro-2,3-epoxypropane",-10,Substanta INTERZISA in UE (Anexa II)
"1,2-Epoxy-3-phenoxypropane (Phenylglycidyl ether)",-10,Substanta INTERZISA in UE (Anexa II)
"2,3-Epoxypropan-1-ol (Glycidol)",-10,Substanta INTERZISA in UE (Anexa II)
"R-2,3-Epoxy-1-propanol",-10,Substanta INTERZISA in UE (Anexa II)
"2,2'-Bioxirane (1,2:3,4-Diepoxybutane)",-10,Substanta INTERZISA in UE (Anexa II)
"(2RS,3RS)-3-(2-Chlorophenyl)-2-(4-fluorophenyl)-[1H-1,2,4-triazol-1-yl)methyl]oxirane; Epoxiconazole",-10,Substanta INTERZISA in UE (Anexa II)
Chloromethyl methyl ether,-10,Substanta INTERZISA in UE (Anexa II)
2-Methoxyethanol [1] and its acetate (2-Methoxyethyl acetate) [2],-10,Substanta INTERZISA in UE (Anexa II)
2-Ethoxyethanol and its acetate (2-Ethoxyethyl acetate),-10,Substanta INTERZISA in UE (Anexa II)
Oxybis[chloromethane]; bis (Chloromethyl) ether,-10,Substanta INTERZISA in UE (Anexa II)
2-Methoxypropanol,-10,Substanta INTERZISA in UE (Anexa II)
Propiolactone,-10,Substanta INTERZISA in UE (Anexa II)
Dimethylcarbamoyl chloride,-10,Substanta INTERZISA in UE (Anexa II)
Urethane (Ethyl carbamate),-10,Substanta INTERZISA in UE (Anexa II)
Moved or deleted,-10,Substanta INTERZISA in UE (Anexa II)
Moved or deleted,-10,Substanta INTERZISA in UE (Anexa II)
Methoxyacetic acid,-10,Substanta INTERZISA in UE (Anexa II)
Dibutyl phthalate,-10,Substanta INTERZISA in UE (Anexa II)
bis(2-Methoxyethyl) ether (Dimethoxydiglycol),-10,Substanta INTERZISA in UE (Anexa II)
bis(2-Ethylhexyl) phthalate; (Diethylhexyl phthalate),-10,Substanta INTERZISA in UE (Anexa II)
bis(2-Methoxyethyl) phthalate,-10,Substanta INTERZISA in UE (Anexa II)
2-Methoxypropyl acetate,-10,Substanta INTERZISA in UE (Anexa II)
"2-Ethylhexyl[[[3,5-bis(1,1-dimethylethyl)-4-hydroxyphenyl]-methyl]thio]acetate",-10,Substanta INTERZISA in UE (Anexa II)
"Acrylamide, unless regulated elsewhere in this Regulation",-10,Substanta INTERZISA in UE (Anexa II)
Acrylonitrile,-10,Substanta INTERZISA in UE (Anexa II)
2-Nitropropane,-10,Substanta INTERZISA in UE (Anexa II)
"Dinoseb, its salts and esters with the exception of those specified elsewhere in this list",-10,Substanta INTERZISA in UE (Anexa II)
2-Nitroanisole,-10,Substanta INTERZISA in UE (Anexa II)
4-Nitrobiphenyl,-10,Substanta INTERZISA in UE (Anexa II)
"2,4-Dinitrotoluene [1]; Dinitrotoluene, technical grade [2]",-10,Substanta INTERZISA in UE (Anexa II)
Binapacryl,-10,Substanta INTERZISA in UE (Anexa II)
2-Nitronaphthalene,-10,Substanta INTERZISA in UE (Anexa II)
"2,3-Dinitrotoluene",-10,Substanta INTERZISA in UE (Anexa II)
5-Nitroacenaphthene,-10,Substanta INTERZISA in UE (Anexa II)
"2,6-Dinitrotoluene",-10,Substanta INTERZISA in UE (Anexa II)
"3,4-Dinitrotoluene",-10,Substanta INTERZISA in UE (Anexa II)
"3,5-Dinitrotoluene",-10,Substanta INTERZISA in UE (Anexa II)
"2,5-Dinitrotoluene",-10,Substanta INTERZISA in UE (Anexa II)
"Dinoterb, its salts and esters",-10,Substanta INTERZISA in UE (Anexa II)
Nitrofen,-10,Substanta INTERZISA in UE (Anexa II)
Diazomethane,-10,Substanta INTERZISA in UE (Anexa II)
"1,4,5,8-Tetraaminoanthraquinone (Disperse Blue 1)",-10,Substanta INTERZISA in UE (Anexa II)
1-Methyl-3-nitro-1-nitrosoguanidine,-10,Substanta INTERZISA in UE (Anexa II)
Moved or deleted,-10,Substanta INTERZISA in UE (Anexa II)
"4,4'-Methylenedianiline",-10,Substanta INTERZISA in UE (Anexa II)
"4,4'-(4-Iminocyclohexa-2,5-dienylidenemethylene) dianiline hydrochloride",-10,Substanta INTERZISA in UE (Anexa II)
"4,4'-Methylenedi-o-toluidine",-10,Substanta INTERZISA in UE (Anexa II)
o-Anisidine,-10,Substanta INTERZISA in UE (Anexa II)
"3,3'-Dimethoxybenzidine (ortho-Dianisidine) and its salts",-10,Substanta INTERZISA in UE (Anexa II)
Moved or deleted,-10,Substanta INTERZISA in UE (Anexa II)
o-Dianisidine based azo dyes,-10,Substanta INTERZISA in UE (Anexa II)
"3,3'-Dichlorobenzidine",-10,Substanta INTERZISA in UE (Anexa II)
Benzidine dihydrochloride,-10,Substanta INTERZISA in UE (Anexa II)
"[[1,1'-Biphenyl]-4,4'-diyl]diammonium sulphate",-10,Substanta INTERZISA in UE (Anexa II)
"3,3'-Dichlorobenzidine dihydrochloride",-10,Substanta INTERZISA in UE (Anexa II)
Benzidine sulphate,-10,Substanta INTERZISA in UE (Anexa II)
Benzidine acetate,-10,Substanta INTERZISA in UE (Anexa II)
"3,3'-Dichlorobenzidine dihydrogen bis(sulphate)",-10,Substanta INTERZISA in UE (Anexa II)
"3,3'-Dichlorobenzidine sulphate",-10,Substanta INTERZISA in UE (Anexa II)
Benzidine based azo dyes,-10,Substanta INTERZISA in UE (Anexa II)
"4,4'-Bi-o-toluidine (ortho-Tolidine)",-10,Substanta INTERZISA in UE (Anexa II)
"4,4'-Bi-o-toluidine dihydrochloride",-10,Substanta INTERZISA in UE (Anexa II)
"[3,3'-Dimethyl[1,1'-biphenyl]-4,4'-diyl]diammonium bis(hydrogen sulphate)",-10,Substanta INTERZISA in UE (Anexa II)
"4,4'-Bi-o-toluidine sulphate",-10,Substanta INTERZISA in UE (Anexa II)
o-Toluidine based dyes,-10,Substanta INTERZISA in UE (Anexa II)
Biphenyl-4-ylamine (4-Aminobiphenyl) and its salts,-10,Substanta INTERZISA in UE (Anexa II)
Azobenzene,-10,Substanta INTERZISA in UE (Anexa II)
(Methyl-ONN-azoxy)methyl acetate,-10,Substanta INTERZISA in UE (Anexa II)
Cycloheximide,-10,Substanta INTERZISA in UE (Anexa II)
2-Methylaziridine (propyleneimine),-10,Substanta INTERZISA in UE (Anexa II)
Imidazolidine-2-thione (Ethylene thiourea),-10,Substanta INTERZISA in UE (Anexa II)
Furan,-10,Substanta INTERZISA in UE (Anexa II)
Aziridine,-10,Substanta INTERZISA in UE (Anexa II)
Captafol,-10,Substanta INTERZISA in UE (Anexa II)
Carbadox,-10,Substanta INTERZISA in UE (Anexa II)
Flumioxazin,-10,Substanta INTERZISA in UE (Anexa II)
Tridemorph,-10,Substanta INTERZISA in UE (Anexa II)
Vinclozolin,-10,Substanta INTERZISA in UE (Anexa II)
Fluazifop-butyl,-10,Substanta INTERZISA in UE (Anexa II)
Flusilazole,-10,Substanta INTERZISA in UE (Anexa II)
"1,3,5-Tris(oxiranylmethyl)-1,3,5-triazine-2,4,6(1H,3H,5H)-trione (TGIC)",-10,Substanta INTERZISA in UE (Anexa II)
Thioacetamide,-10,Substanta INTERZISA in UE (Anexa II)
Formamide,-10,Substanta INTERZISA in UE (Anexa II)
N-Methylacetamide,-10,Substanta INTERZISA in UE (Anexa II)
N-Methylformamide,-10,Substanta INTERZISA in UE (Anexa II)
"N,N-Dimethylacetamide",-10,Substanta INTERZISA in UE (Anexa II)
Hexamethylphosphoric-triamide,-10,Substanta INTERZISA in UE (Anexa II)
Diethyl sulphate,-10,Substanta INTERZISA in UE (Anexa II)
Dimethyl sulphate,-10,Substanta INTERZISA in UE (Anexa II)
"1,3-Propanesultone",-10,Substanta INTERZISA in UE (Anexa II)
Dimethylsulphamoyl-chloride,-10,Substanta INTERZISA in UE (Anexa II)
Sulfallate,-10,Substanta INTERZISA in UE (Anexa II)
"A mixture of: 4-[[bis-(4-Fluorophenyl)methylsilyl]methyl]-4H-1,2,4-triazole and 1-[[bis-(4-fluorophenyl)methylsilyl]methyl]-1H-1,2,4-triazole",-10,Substanta INTERZISA in UE (Anexa II)
(+/-)-Tetrahydrofurfuryl -(R)-2-[4-(6-chloroquinoxalin-2-yloxy)phenyloxy]propionate (Quizalofop-P-tefuryl - ISO),-10,Substanta INTERZISA in UE (Anexa II)
"6-Hydroxy-1-(3-Isopropoxypropyl)-4-methyl-2-oxo-5-[4-(phenylazo)phenylazo]-1,2-dihydro-3-pyridinecarbonitrile",-10,Substanta INTERZISA in UE (Anexa II)
"(6-(4-Hydroxy-3-(2-methoxyphenylazo)-2-sulfonato-7-naphthylamino)-1,3,5-triazine-2,4-diyl)bis[(amino-1-methylethyl)ammonium] formate",-10,Substanta INTERZISA in UE (Anexa II)
"Trisodium [4'-(8-acetylamino-3,6-disulfonato-2-naphthylazo)-4''-(6-benzoylamino-3-sulfonato-2-naphthylazo)-biphenyl-1,3',3'',1'''-tetraolato-O,O',O'',O''']copper(II)",-10,Substanta INTERZISA in UE (Anexa II)
